user,movie,rating
55,1244,4.0
454,2776,4.0
424,1245,2.0
533,2446,5.0
653,2385,4.0
1048,2931,1.0
197,2538,4.0
335,1070,3.5
933,505,0.5
278,1260,5.0
11,2184,5.0
31,2343,4.0
646,2251,3.5
17,155,2.0
228,142,5.0
526,2258,3.0
226,2803,4.0
919,299,2.5
864,644,3.0
22,1301,2.0
227,1146,4.5
169,847,2.0
53,918,3.0
105,2773,4.5
1003,48,0.5
27,2678,5.0
1,2257,4.0
595,2293,3.0
559,765,1.5
701,2502,3.5
427,2614,2.0
490,1596,2.0
595,2716,3.0
126,2286,4.0
76,1733,3.0
283,2185,5.0
226,249,4.0
534,2910,3.5
533,1878,4.5
106,2021,3.0
829,1186,4.0
32,1931,3.5
539,2745,4.0
417,2260,4.0
22,875,3.0
104,1802,2.0
664,1018,4.0
389,1441,5.0
104,845,3.0
210,815,5.0
595,2050,2.5
11,748,5.0
997,291,1.0
490,149,2.5
805,2420,2.5
441,1097,4.5
256,2833,3.0
22,1591,5.0
685,2895,3.0
881,2756,4.0
106,2453,3.0
922,387,3.5
392,2171,3.0
548,2254,3.0
282,1617,3.0
226,1954,3.0
392,1088,3.5
14,961,5.0
595,2194,3.0
398,1605,3.0
663,445,2.5
22,315,4.0
624,1786,3.0
483,2612,3.0
595,1014,3.5
22,1324,4.0
383,2255,3.0
280,1106,3.0
189,2224,3.0
864,260,3.0
22,663,5.0
595,2396,3.0
505,2272,2.5
875,749,3.5
805,1970,2.5
533,2588,5.0
595,1362,2.5
864,2871,3.5
960,2798,3.5
457,2091,4.0
776,2629,2.0
541,2625,5.0
754,153,3.0
7,2120,2.0
223,1368,2.5
267,1306,2.0
1051,755,3.0
124,733,4.0
106,2000,4.0
10,2061,3.5
569,2417,5.0
725,706,1.5
784,137,3.0
460,371,3.0
843,2742,3.0
375,1358,1.0
864,515,3.5
91,1187,3.0
595,1286,3.0
595,2555,3.5
406,2468,4.5
941,714,4.5
459,2470,2.0
836,2825,3.5
595,1411,3.0
864,74,2.0
795,2898,2.5
595,1425,2.5
785,750,2.5
18,1986,3.0
11,2483,5.0
478,1855,4.5
44,2899,1.0
44,2532,4.0
246,1963,3.5
289,2681,4.5
595,1625,3.5
197,1831,3.0
137,1086,4.0
65,890,4.0
37,944,3.0
890,7,3.0
138,2988,4.0
22,1400,5.0
257,1081,3.0
398,2388,3.0
226,2429,3.5
595,1062,3.0
11,1335,5.0
150,360,3.0
212,1148,4.0
540,1549,3.0
13,2783,5.0
490,510,3.0
481,440,2.0
595,1123,2.5
90,1303,2.0
677,1213,2.0
167,1377,2.0
189,825,3.0
864,248,0.5
331,1826,3.5
299,2735,5.0
572,2121,4.5
376,2140,0.5
788,87,3.5
114,1572,2.5
36,970,2.5
629,2761,3.5
297,1838,0.5
841,378,1.5
161,1711,3.0
864,442,1.5
595,1436,3.0
595,2507,3.0
669,2727,4.0
713,2933,3.0
693,1599,3.5
544,89,4.0
155,21,4.0
754,773,0.5
226,1279,3.0
804,320,3.0
180,2583,4.0
411,1439,4.0
14,2269,3.5
682,2220,5.0
697,348,4.5
108,1555,4.5
114,1897,2.5
22,655,3.0
595,1023,3.5
33,2543,4.0
398,1588,4.0
694,2271,2.0
595,2723,3.0
922,173,3.5
817,2466,4.0
22,1488,4.0
864,610,3.0
952,2739,3.0
22,1223,4.0
226,1126,4.0
226,2367,4.0
595,2156,3.0
126,2670,4.0
334,1461,4.0
86,1158,2.5
595,1925,3.0
45,2186,0.5
1031,293,1.5
1047,2928,3.5
268,1100,2.0
1056,741,0.5
853,2884,3.5
226,571,3.0
979,263,2.5
864,182,3.0
292,365,2.0
286,1726,4.5
804,702,2.0
726,2329,1.0
414,2277,3.0
37,2080,4.0
239,148,4.0
381,1365,1.0
334,1952,3.0
50,861,5.0
414,1516,1.0
712,2375,3.0
22,962,4.0
556,1684,4.0
595,2151,3.0
623,254,4.0
595,2504,3.5
548,1168,2.0
702,1164,3.5
36,1210,4.0
785,405,4.0
626,2490,3.5
595,2660,3.0
149,979,3.0
157,1118,4.0
531,1687,3.5
595,2621,3.0
703,2843,3.0
805,2408,3.5
90,2800,4.0
235,2551,3.0
36,2535,3.0
173,2840,4.0
131,359,2.0
810,1016,3.0
525,337,4.0
362,1845,4.5
775,1430,3.0
533,1686,4.5
53,285,3.0
266,1573,1.0
774,247,3.5
13,2165,5.0
22,1507,3.0
400,647,2.5
545,563,2.0
235,2438,2.5
239,1750,3.5
578,2649,3.5
595,1032,4.0
11,256,5.0
765,11,3.5
947,2627,3.5
104,1513,3.0
805,196,1.5
466,2901,5.0
230,2041,4.0
476,1663,3.5
463,1737,2.5
371,2036,4.5
344,2071,4.0
864,331,3.0
278,2048,5.0
159,2136,3.0
540,2410,4.0
1071,2982,3.0
423,2586,2.5
7,884,3.0
454,1355,2.0
417,1960,4.0
98,2345,3.5
533,1044,3.5
22,1502,4.0
289,1250,4.0
226,166,3.0
412,2318,3.0
864,2979,2.0
307,1705,2.5
148,2208,0.5
80,913,3.0
918,267,3.0
11,950,3.0
592,2964,4.5
829,274,2.5
169,1848,2.0
604,15,3.0
850,625,4.0
257,2972,2.0
512,2322,1.0
490,115,3.0
788,203,2.5
393,2363,2.5
426,1423,0.5
434,1370,2.0
1010,33,1.5
794,222,3.5
793,97,3.0
296,670,4.0
745,1579,2.5
388,2608,4.0
761,597,3.0
914,708,3.0
750,1127,5.0
29,1767,2.5
47,1932,3.0
145,1774,2.0
324,2291,3.0
104,2917,3.0
370,2549,4.5
843,135,2.0
483,2633,3.0
484,241,3.5
788,2604,2.5
539,536,3.5
765,2847,3.0
69,1247,5.0
663,1926,2.5
298,1824,1.5
771,1269,1.0
10,2002,3.0
529,105,2.0
254,1752,3.5
359,2598,4.0
358,1095,4.0
226,1682,4.0
218,2191,0.5
393,1680,2.5
398,2168,2.5
655,1961,3.5
91,1169,1.0
1042,554,2.5
389,1936,5.0
351,2104,3.0
148,1730,2.5
172,9,3.0
880,17,1.0
864,1369,4.0
135,1366,3.0
879,10,0.5
11,2462,5.0
11,1329,5.0
303,719,4.5
476,2175,4.0
134,1481,3.0
708,581,4.0
458,2192,3.0
297,1920,2.0
207,924,2.0
490,2572,4.0
232,910,3.0
595,2707,3.0
955,357,3.5
805,2704,2.5
533,2137,3.5
226,1700,3.5
650,236,3.0
541,2661,3.5
189,878,2.0
304,1953,5.0
665,2,4.0
369,2268,3.5
272,2062,3.0
620,2124,3.5
326,1134,4.5
36,843,2.0
864,550,2.0
18,630,4.0
957,667,1.0
811,77,1.5
342,2637,3.0
195,1778,4.0
572,1141,2.5
645,259,3.5
832,1082,5.0
486,2370,3.5
11,855,2.0
56,711,4.0
22,1115,3.0
104,1989,3.0
133,848,4.0
7,997,3.0
83,1792,1.0
1048,2515,3.5
864,1232,3.5
853,347,3.0
53,2873,3.0
393,2188,3.0
490,1458,3.0
487,541,3.0
242,1642,1.0
163,1797,4.0
846,1907,3.5
389,1413,4.0
604,2694,3.0
864,1709,3.0
864,2897,4.0
816,367,4.0
309,799,1.0
144,439,5.0
104,903,2.0
1029,583,2.0
604,2098,4.5
1049,429,1.5
811,2905,2.0
36,1546,2.5
727,2107,3.5
36,819,3.0
714,1417,4.0
339,1945,4.0
595,1124,3.5
104,2932,2.0
850,424,4.0
43,1674,4.0
595,1962,3.5
754,2527,4.0
81,2218,1.0
331,2552,2.5
53,2374,3.0
595,2197,3.0
853,1013,3.5
128,2428,3.0
1004,304,5.0
724,461,2.5
104,2471,4.0
250,2547,4.0
1001,731,1.5
751,195,3.0
334,2025,5.0
557,2991,3.5
750,1034,3.5
885,2919,3.0
884,683,3.0
687,318,5.0
711,2997,0.5
595,2702,3.0
37,2827,4.0
104,1851,4.0
134,1593,4.0
197,1272,3.0
389,2265,3.5
411,1766,3.5
296,1277,4.5
738,2851,3.5
363,2585,3.5
662,2432,2.0
661,1240,5.0
268,2906,2.0
36,1604,3.5
595,1069,3.0
226,1068,3.5
864,253,3.0
841,720,4.5
708,2911,3.5
595,2730,3.0
595,2398,3.0
11,2902,3.0
853,79,3.5
106,2930,3.0
533,2426,4.5
1044,490,4.0
1072,616,2.0
566,1592,1.0
782,119,3.5
226,846,4.0
934,2962,4.0
595,1045,3.0
805,1626,2.5
22,1010,2.0
652,1096,3.5
50,1691,3.0
490,43,3.5
750,530,5.0
597,328,1.0
805,2837,2.0
36,963,3.0
548,2774,3.0
595,2155,3.0
434,2221,4.5
782,1624,2.5
43,1864,5.0
527,642,1.0
358,257,5.0
145,2838,3.5
353,1361,2.5
137,1550,2.0
34,1402,5.0
896,2977,3.0
773,1997,2.5
13,1144,4.5
642,1601,4.0
717,478,2.5
595,1396,3.5
68,1656,4.0
1048,82,3.5
36,1635,3.5
548,1693,2.5
13,587,3.5
239,2545,4.0
842,2557,1.0
803,637,0.5
161,2015,2.5
191,1318,5.0
444,887,3.0
1068,771,3.5
823,492,4.0
864,2746,4.5
24,313,4.0
212,2369,5.0
48,2465,2.5
490,2957,2.0
490,2888,4.0
446,2350,5.0
286,2732,2.5
76,1806,4.0
798,2750,4.0
104,2457,4.0
50,648,4.0
18,436,4.0
915,595,1.5
1026,225,0.5
864,2722,2.5
196,889,5.0
5,125,3.0
473,1110,4.0
1071,163,2.5
489,31,4.0
310,390,2.5
864,2951,2.5
811,542,3.0
126,2116,5.0
36,1869,2.0
690,94,4.5
58,758,5.0
993,779,3.0
838,584,0.5
323,1446,4.0
595,2280,3.0
219,1837,4.0
104,1761,4.0
595,1197,2.5
13,1785,5.0
113,657,4.0
490,1734,3.5
747,2495,2.0
154,745,4.0
596,104,4.5
104,1243,2.0
805,1274,2.5
864,568,3.5
670,350,0.5
34,1595,3.0
286,2400,4.0
919,301,2.5
389,1483,3.5
104,826,4.0
1017,694,5.0
27,668,5.0
331,1076,3.5
864,169,1.0
630,1242,1.5
155,1340,4.0
54,921,2.0
788,295,4.0
161,1478,2.5
710,2760,4.0
47,2683,3.0
59,1278,5.0
154,695,2.0
419,2173,5.0
864,574,3.0
651,2576,3.0
205,1561,4.5
1055,763,3.5
864,1557,5.0
96,2333,4.0
189,1982,5.0
864,538,3.0
509,2276,3.0
754,2395,2.5
595,2034,2.0
114,2077,2.0
58,2830,4.0
67,840,3.0
811,168,2.5
198,2886,3.5
1042,552,3.0
212,2706,4.0
864,92,3.0
376,1937,0.5
694,2202,2.0
652,2354,3.0
104,1886,2.0
853,2923,1.0
595,1491,3.0
226,2565,3.5
418,879,3.0
595,2513,3.5
524,1181,3.0
11,2863,4.0
47,2195,3.0
246,1440,3.0
823,1974,3.5
19,1404,4.5
773,2010,3.5
864,2813,3.5
595,1731,3.0
828,2225,3.5
344,2983,3.5
141,1816,4.5
552,2332,4.0
852,579,1.0
22,2384,5.0
208,831,2.0
35,1758,3.0
506,965,1.0
414,2600,3.0
147,1965,2.0
217,1466,3.0
22,512,2.0
712,2887,3.0
714,2519,2.0
523,2656,2.0
864,643,3.5
87,1628,4.0
628,338,2.5
7,443,1.0
1009,134,2.0
720,246,2.5
937,252,3.0
704,2952,2.5
22,1258,3.0
780,604,4.5
595,2581,3.5
864,641,3.5
1015,353,3.5
145,1151,3.5
192,2615,3.5
134,2270,3.0
7,1908,4.0
367,404,3.0
750,567,3.5
36,2781,4.0
186,937,4.0
978,533,2.0
490,108,2.5
686,598,3.0
36,803,1.0
212,1033,5.0
226,2026,3.5
171,1765,1.0
583,1333,4.5
851,2442,3.5
37,2849,4.0
558,507,3.5
864,766,0.5
81,853,1.5
35,985,2.5
806,57,3.0
461,2650,4.5
315,2308,1.0
498,1638,5.0
189,2103,3.0
11,818,3.0
482,2052,1.0
476,1882,3.5
3,770,3.0
13,1320,5.0
866,300,2.0
540,1564,3.5
1012,55,3.5
1048,2697,2.5
465,385,4.5
36,1248,4.0
981,1218,2.5
490,117,2.5
622,1759,2.0
1041,400,4.0
693,366,2.5
157,2404,3.0
490,1264,4.0
361,1429,4.0
595,1631,2.0
226,1913,3.5
595,2241,3.5
676,786,4.0
515,2085,2.0
595,2785,3.5
409,1422,2.5
776,2966,3.5
23,949,3.0
864,408,1.0
1080,283,3.5
22,1239,4.0
864,506,2.5
389,1670,4.0
116,522,2.0
263,1253,3.0
556,2099,3.5
357,1454,4.0
846,2870,2.5
439,2206,2.0
763,2669,2.0
750,398,2.5
145,1666,3.0
287,1103,2.0
901,740,2.5
7,860,3.0
595,2524,3.5
533,2079,4.5
822,80,0.5
363,2653,5.0
398,2357,3.0
48,1728,3.5
974,635,0.5
389,2199,4.0
348,895,3.0
853,2559,2.5
280,2448,3.0
81,1644,1.5
330,1350,5.0
819,2130,3.5
773,184,3.0
425,2239,2.0
561,1979,3.0
194,1381,5.0
1011,677,3.0
461,1676,4.5
226,739,4.0
1033,69,1.5
189,896,2.0
817,795,3.5
1055,760,3.0
769,1872,4.0
286,2503,4.0
411,2287,4.5
476,2238,4.0
924,340,3.5
864,2809,3.5
933,1104,0.5
11,2950,4.0
102,2314,4.0
53,981,3.0
864,2860,2.5
156,1428,3.5
344,1020,3.5
571,2695,3.0
430,1224,3.5
259,2323,3.0
216,2522,4.0
865,2575,1.0
576,1873,5.0
451,1984,3.0
805,1448,3.0
749,2651,4.5
390,1754,1.0
227,1791,4.5
126,1024,5.0
705,1702,4.5
595,1648,3.0
167,1659,3.0
197,2101,4.0
97,2347,4.0
35,1658,4.0
864,2945,3.5
39,1185,4.0
324,150,5.0
227,2613,3.5
1042,555,2.5
27,1012,4.0
212,1842,3.5
492,2646,4.0
509,1196,3.5
826,2546,2.5
750,243,4.0
331,1585,4.0
226,2691,4.0
414,1890,2.0
130,2355,4.0
31,1779,1.0
321,317,2.0
663,2366,3.0
90,1217,5.0
762,698,5.0
943,504,2.5
618,298,3.0
22,866,2.0
10,2057,2.0
945,600,5.0
518,1808,0.5
509,1234,3.5
104,1804,3.0
411,382,4.5
595,2719,2.5
658,2709,3.5
805,1597,2.0
946,1183,2.5
902,288,2.5
226,2907,3.0
147,2275,3.0
898,529,3.0
225,1346,4.5
496,1161,4.5
817,764,3.5
239,2768,3.0
595,1163,3.5
317,2189,5.0
361,2135,1.5
1,454,3.0
393,2335,3.5
909,2959,0.5
531,72,4.5
221,2528,4.0
1055,753,3.0
65,1828,5.0
194,1374,4.0
990,124,4.0
490,2713,3.0
157,1677,3.0
10,1988,3.5
22,297,5.0
694,2460,2.0
595,2806,2.5
895,164,3.5
100,933,3.5
1069,140,2.0
956,396,3.5
636,841,4.0
286,1948,4.0
243,1619,2.0
260,1121,1.5
7,1322,3.0
64,2960,2.0
595,1064,3.0
776,2668,2.5
239,2422,4.0
118,175,3.0
11,1973,3.0
82,1036,3.0
490,459,3.5
155,1378,3.0
722,121,5.0
424,1793,3.0
167,1205,2.5
1000,30,3.0
595,1812,3.0
765,13,2.0
389,588,4.0
43,1810,3.0
61,876,4.0
361,2011,2.0
521,1133,4.5
737,22,4.0
3,618,3.0
110,130,4.0
1,1002,3.0
344,1099,4.0
846,1334,3.0
104,2665,4.0
22,1521,1.0
595,2382,2.5
318,1881,4.5
303,2340,3.5
805,2518,2.5
864,2533,2.0
54,2824,4.5
36,2770,3.5
823,2237,3.0
322,1582,4.0
1053,103,1.0
632,2529,3.0
286,1860,3.5
853,211,3.5
595,1059,3.0
864,2501,3.5
178,1500,3.0
657,322,2.0
7,942,2.0
144,1651,5.0
595,1119,3.5
74,202,4.0
86,2183,3.0
864,1967,5.0
863,781,3.5
22,863,2.0
911,737,0.5
41,2289,5.0
398,2841,4.0
864,493,3.5
755,690,3.5
770,1969,5.0
595,2267,3.0
379,2791,4.5
533,1941,2.5
595,1528,3.0
595,1029,3.5
414,928,2.0
414,1363,3.0
777,460,2.5
179,1284,1.0
765,266,3.0
578,1265,2.5
480,1610,4.0
939,619,4.5
595,2118,2.5
31,1611,2.5
258,590,2.0
595,2210,3.5
173,1633,4.0
10,891,2.5
517,1469,4.0
421,2348,3.0
729,1836,4.0
235,2486,4.5
189,525,4.0
476,566,5.0
864,691,1.5
533,2217,5.0
120,1173,5.0
386,2992,4.0
11,1880,4.0
501,1202,4.0
156,1035,2.5
106,1412,3.0
456,1420,2.5
527,2743,1.0
22,1309,3.0
514,1673,1.0
130,1669,3.0
811,1084,3.0
168,224,3.5
746,2166,3.5
391,2607,2.0
1050,699,3.0
157,1114,3.5
700,84,4.5
90,1353,5.0
38,2673,5.0
695,98,4.5
330,1575,0.5
226,1138,4.0
595,2427,4.0
541,1075,3.5
502,1401,3.5
13,450,5.0
1,1917,3.0
1,1056,4.0
684,457,0.5
493,2283,5.0
602,314,3.0
539,56,2.0
393,2634,3.0
244,894,3.0
208,192,3.0
469,1912,0.5
606,277,3.0
643,2203,3.0
290,2403,4.0
22,1344,2.0
1,1551,4.0
104,2929,3.0
943,2737,2.0
860,2073,2.0
53,2609,3.0
1035,268,3.5
36,449,4.0
389,1918,4.0
595,1463,3.5
730,688,4.5
912,768,5.0
955,2961,1.5
22,482,3.0
817,797,3.5
540,2488,3.5
887,783,4.0
70,1342,5.0
343,1512,3.0
610,369,2.5
600,650,4.0
533,2232,4.0
922,509,3.0
533,2311,3.5
965,673,5.0
864,2885,3.0
722,380,5.0
226,2882,4.0
226,1193,4.0
7,2617,2.0
56,594,2.0
130,1939,3.5
136,2198,4.0
811,592,2.0
226,1530,3.5
885,2859,3.0
22,112,2.0
595,2747,3.0
911,615,1.0
213,1696,4.0
595,2304,3.0
454,1311,3.0
712,2894,4.0
203,869,4.0
60,945,3.0
864,186,5.0
633,1143,0.5
344,2240,2.5
350,1566,1.0
490,484,3.5
591,2066,4.0
218,1432,3.0
226,2778,3.5
36,421,3.5
0,271,5.0
959,368,4.5
106,2464,3.5
104,1337,4.0
339,2138,4.0
226,2587,3.5
53,827,4.0
47,978,4.0
199,177,3.0
71,2273,4.5
476,1434,3.5
290,2148,2.0
604,2826,4.0
760,1211,5.0
212,1620,3.5
566,364,1.0
27,2364,3.0
1033,37,2.0
41,1352,5.0
106,39,4.5
468,2771,4.0
180,984,4.0
666,811,3.0
490,2526,2.5
712,113,2.0
334,2939,5.0
604,2606,4.0
398,2008,4.0
864,377,3.0
1045,178,3.5
18,926,3.5
126,1450,4.0
11,697,5.0
686,599,3.0
22,980,2.0
750,2147,3.5
126,2170,3.0
366,2890,4.5
714,2531,2.5
831,156,4.0
18,2152,4.0
565,2787,3.0
809,123,0.5
864,551,3.5
853,1058,3.0
34,2054,5.0
398,2414,2.5
537,2499,4.0
864,1484,3.0
573,1819,5.0
750,78,1.5
132,2204,5.0
94,2628,3.0
10,2055,2.5
705,208,0.5
533,1319,5.0
805,1930,2.0
28,1888,4.0
398,1255,3.5
986,2881,2.5
14,1008,4.5
235,2094,3.5
595,2317,3.5
730,205,4.5
316,144,5.0
72,1280,5.0
226,1889,2.5
54,2623,2.5
226,1630,3.5
247,2020,4.5
805,2390,2.0
36,470,3.0
1,2102,3.0
398,2986,3.0
819,498,2.5
750,214,4.5
799,379,5.0
337,2038,2.5
389,1829,4.0
8,430,2.5
197,2016,1.0
36,2234,3.0
365,1490,3.0
805,2640,2.0
36,800,2.0
29,1717,3.5
864,198,2.5
855,2157,5.0
802,2032,2.0
596,1065,4.0
780,2278,4.0
962,284,3.5
25,1523,3.0
872,532,0.5
134,2740,2.0
278,2362,3.5
11,1529,4.0
57,1281,2.0
275,1772,4.5
509,101,3.0
733,2187,4.0
334,1879,5.0
22,1510,3.0
864,265,1.5
334,1580,5.0
530,1153,2.5
850,433,2.0
509,90,3.0
167,2688,4.5
595,1040,3.5
21,857,4.0
14,911,5.0
864,395,2.5
90,850,3.0
52,2792,4.0
892,330,4.5
226,1562,3.5
389,1723,3.0
714,2436,2.5
467,2144,4.5
410,1608,4.0
185,2560,4.0
10,1994,2.5
39,2857,5.0
552,2472,4.0
533,2196,4.5
238,1883,3.0
455,1703,5.0
224,303,4.0
935,761,2.0
994,796,3.0
617,1140,3.5
11,335,5.0
864,374,3.5
1015,352,2.5
874,261,3.5
533,2393,4.0
705,305,2.5
226,2832,3.0
154,734,3.0
951,1162,2.0
57,29,3.5
22,1942,3.0
477,2721,3.5
864,2938,3.5
36,1944,3.0
490,96,2.5
37,2537,4.0
757,456,4.0
99,2075,3.5
691,1732,1.0
534,1798,3.0
39,1476,4.5
588,120,4.0
135,2567,4.0
595,1627,3.5
973,712,4.0
750,1987,4.0
288,614,4.0
206,2017,2.0
533,1208,4.0
871,2394,5.0
13,1935,5.0
72,481,3.0
475,2445,3.0
197,1170,3.0
560,2113,3.0
226,1154,3.0
447,1695,3.0
145,1981,4.5
754,2728,4.0
1052,658,1.0
300,2444,3.5
41,1331,4.0
812,631,1.0
257,1332,4.0
824,721,5.0
615,1136,1.5
12,916,4.5
82,1305,1.0
853,167,3.5
411,1113,4.5
356,1957,4.5
533,1968,5.0
965,672,5.0
490,2249,3.5
485,1887,1.5
955,145,3.0
595,1958,3.0
220,2710,4.5
35,1685,3.0
595,2493,3.0
390,835,3.0
595,1090,4.0
527,582,1.0
290,2828,4.0
787,1220,0.5
36,923,2.0
53,2570,3.0
864,1639,3.0
805,1201,2.0
864,649,3.5
197,2325,2.0
647,307,0.5
932,2712,3.5
674,242,3.5
115,1525,4.0
104,1777,3.0
123,2126,2.5
119,2216,4.0
1074,2753,2.5
476,940,4.0
1063,2591,2.5
13,278,3.5
328,2664,0.5
395,262,3.0
595,1051,3.0
513,2811,2.5
13,1323,4.5
998,3,4.0
133,2680,3.0
541,1166,0.5
893,2729,1.0
106,1643,2.0
2,1359,3.0
533,2352,4.5
595,1532,3.5
531,53,3.0
607,2342,3.5
488,209,2.5
1019,747,3.5
557,1105,3.0
798,2319,3.5
104,1770,2.0
878,624,4.5
662,2070,1.0
104,2158,3.0
977,564,3.0
29,561,5.0
355,1416,4.0
53,2368,3.0
94,2548,3.0
595,2248,4.0
406,2763,4.5
75,480,4.0
452,2159,2.0
190,1753,4.0
534,593,4.0
497,1195,4.0
988,464,4.0
43,1681,5.0
552,2215,4.0
121,1893,2.0
829,2467,2.5
995,447,2.0
845,1171,3.0
777,36,1.5
75,437,3.0
906,1227,3.5
864,2852,3.0
619,127,2.5
509,2980,2.5
197,2119,2.0
779,2909,1.5
864,2671,2.5
36,501,3.0
454,575,4.0
106,2485,3.5
104,1571,2.0
334,1972,5.0
904,237,4.5
1060,669,2.0
443,1180,3.0
698,2595,3.0
274,938,3.0
555,1261,4.0
36,859,3.0
683,1589,3.0
7,2253,4.0
846,2689,3.5
424,2782,2.0
8,1486,5.0
249,1977,1.5
1013,792,3.0
104,1664,2.0
211,2089,5.0
157,1135,3.0
940,41,2.0
378,469,4.0
641,141,5.0
783,1177,4.0
595,1570,3.0
22,867,2.0
106,2858,3.0
1075,793,3.5
226,1028,4.0
864,319,5.0
90,1383,5.0
7,1345,3.0
22,2494,4.0
864,471,3.0
991,494,3.5
604,1775,2.0
28,1457,5.0
511,2475,4.0
490,485,3.5
393,1809,2.5
411,2786,3.5
869,162,1.0
1066,718,0.5
37,2845,4.0
483,1650,4.0
631,76,3.0
931,2554,5.0
864,2842,2.5
640,1655,3.5
864,685,2.5
104,1665,3.0
36,822,1.0
189,2780,3.0
510,34,2.0
456,2029,2.5
226,2019,3.5
791,1590,4.0
262,2027,2.0
937,1652,2.5
853,2853,3.5
167,1814,4.5
1079,660,0.5
835,2418,2.0
864,724,1.5
14,139,5.0
976,434,5.0
7,973,3.0
589,2474,1.0
765,787,3.0
7,1832,2.0
334,2692,3.0
659,2578,4.5
14,1541,4.5
679,790,1.0
129,2711,5.0
487,537,2.5
37,1061,4.0
39,1083,3.5
281,1021,3.5
628,448,0.5
294,2047,3.0
595,2978,3.0
789,270,2.0
554,325,0.5
530,2106,4.0
929,778,2.0
670,2164,3.0
313,1011,3.5
925,681,3.0
966,2327,4.0
293,1067,1.0
864,452,2.5
164,1769,3.0
595,1534,3.0
393,1683,3.5
996,4,2.0
106,2387,3.0
771,1399,1.0
595,2821,3.0
176,1386,5.0
189,2489,1.0
864,1165,4.0
647,85,0.5
359,2573,3.0
385,1287,2.0
382,1390,3.0
